,Unnamed: 0,company,description,salary,title,remote,city,state
902,902,"Denali System Co., Ltd",Data science: 1 year (Preferred). Proven Experience in working with large scale data systems. Familiar with commonly used data analysis methods and very good…,,"Data Scientist -- Full-time, entry level",no,Mountain View,CA
903,903,Imidex,"BS Degree in data science, engineering, computer science, mathematics or related field with 2 or more years of related experience.","$70,000 - $115,000 a year",Healthcare Research Data Analyst,no,Denver,CO
904,904,Indeed,"Passion to answer Product/Engineering questions with data. Can fish for data: SQL, Pandas, MongoDB. Can do big data modeling work: Hadoop, Pig, Scala, Spark.","$187,000 - $231,000 a year",Senior Data Science Manager - Job Seeker Profile,no,Denver,CO
905,905,University of California San Francisco,Must be interested in enabling health science through working on collaborative data science projects as well as building data science infrastructure and…,,Imaging Data Scientist,no,San Francisco,CA
906,906,Smith Micro Software,"Able to understand various data streams and current methods in data transformation. 2+ years practical experience with data processing, database programming and…",,Data Scientist,no,Pittsburgh,PA
907,907,Indeed,"Curiosity and passion for data and data visualization. 4+ years of relevant experience in a data science, business analytics, business intelligence or…","$89,000 - $118,000 a year","Marketing Analyst, Enterprise Experience",no,Austin,TX
908,908,Facebook,"Regularly manage pipeline activity and maintain data integrity, and proactively share data-centric updates with internal stakeholders.",,"Technical Recruiter, Data Science",yes,Remote,
909,909,ENGAGE Talent,Troubleshoot problems with data and processing. Eagerness to learn new skills and become an expert on the data and data modeling techniques as well as on the…,,Data Analyst /,no,Junior,WV
910,910,PayPal,"Collaborate with external partners, including external credit/banking partners and data vendors. Through a combination of technological innovation and strategic…",,Data Scientist 1,no,Timonium,MD
911,911,SAIC,"Conducts analysis and collaborates with subject matter experts in the planning, design, development, and execution of electronic data processing systems for…",,Data Science Application Administrator,no,Huntsville,AL
912,912,Facebook,Experience learning and applying state-of-the-art practices and methodologies for data disclosure including differential privacy and synthetic data generation.,,"Research Scientist, Statistics (Core Data Science - PhD)",no,Washington,DC
913,913,Microsoft,"Strong Analytics Background, able to pull insightful data to drive decisions and improve product quality and customer experience.",,Supportability Program Manager - Big Data,no,Charlotte,NC
914,914,Facebook,"PhD in a quantitative field such as statistics, physics, computer science or political methodology and 6+ years of relevant experience in data science or…",,"Research Scientist Manager, Ads & Commerce",yes,Remote,
915,915,Emerson,Help to create customer-focused analytics with data scientist peers. Generates reports for decision-making using data visualization tools.,,Data Scientist,no,Sidney,OH
916,916,RCI,Strong data analysis and programming/simulation skills. Statistical data analysis: 3 years (Preferred). Provide statistical support including statistical design…,$50 - $55 an hour,Statistician,no,New Brunswick,NJ
917,917,The Coca-Cola Company,"This job requires experience in analyzing big data using proven statistical tools and techniques, experience with solving data management problems and with…",,Analytics Product Owner - Data Science,no,Atlanta,GA
918,918,"JPMorgan Chase Bank, N.A.","We have unified data and analytics talent across the firm and encompass a variety of disciplines including data science, reporting, quantitative analytics, and…",,JPMWM - CARE - Data Scientist - Associate,no,Jersey City,NJ
919,919,Hiscox,"Create data views and own data quality. This role is a mix of data science, engineering and business analytics. Partner with business to solve problems.",,Data Scientist,no,Atlanta,GA
920,920,ID.me,"Partner with leadership and stakeholders to develop our data science function. In this role, you will work closely with the data team, various operational teams…",,Data Scientist (Remote Eligible),no,Virginia,
921,921,"Wellview, Inc.",Background in data warehouse design (e.g. dimensional modeling) and data mining. Collaborate with the technology team to integrate new data elements and…,,Business Intelligence Analyst,no,Nashville,TN
922,922,Samsara,"4+ years experience as a data analyst, data engineer, or related role. Experience with data visualization, preferably in Tableau.",,Senior Data Analyst,no,California,
923,923,American Credit Acceptance,"Leverage R, Python, SQL, Tableau, and other quantitative analytical techniques to extract and manipulate data, as well as to develop, analyze, validate and…",,Data Scientist,no,Spartanburg,SC
924,924,US Office of Personnel Management,"Analyze difficult statistics and other qualitative/quantitative data, particularly workforce data, FEVS data, survey data, retention, and retirement data.","$72,750 - $94,581 a year",Statistician (Operations and Administration),no,Washington,DC
925,925,Spotify,"Bring our users to the forefront, ensuring data and insights are meaningful, so their needs guide us to the best solutions.",,"Product Insights Manager, Content Platform",no,London,OR
926,926,"LS Technologies, LLC",Provide data driven insights to Senior Management that drive Innovation and a data driven vision for operations. Knowledge of AWS cloud native tools preferred.,,"Data Scientist, Machine Learning",no,Washington,DC
927,927,The Leading Niche,The Expert Statistician must have experience in handling confidential data and in taking all necessary steps to protect personally identifiable information from…,,Statistician Economist,yes,Remote,
928,928,Indeed,"Industry experience in a report development, data science, business analytics, business intelligence or comparable data engineering role, including data…","$113,000 - $145,000 a year","Manager, Business Intelligence",yes,Remote,
929,929,Convoy,Passion for high data quality and scaling/automating data science work. Understand data needs by interfacing with fellow data scientists and business partners.,,Business Intelligence Engineer (All Levels),no,Seattle,WA
930,930,"IntelliGenesis, LLC","Our benefits include: Medical, Dental and Vision Insurance, 25 days of PTO with the option to purchase up to an additional 5 days, 12 paid holidays, up to 10%…",,Language Analyst Talent Community,no,Augusta,GA
931,931,"World Wide Technology, Inc.","We take on the most challenging problems our customers face and provide innovative solutions that can involve data strategy, use cases & analytical modeling,…",,Sr. Analyst - Business and Analytics Advisors,yes,Remote,
