,Unnamed: 0,title,salary,description,remote,city,state
441,441,Director of Data & Analytics,,"Key areas of expertise may be in the realms of data science, analytics & research, or data engineering.You’re familiar with modern applications of data science…",yes,Remote,
442,442,Data Scientist,,Advanced data skills using R or Python.5 or more years experience in data analysis and statistics.We utilize benchmarking and peer organization data to ensure…,yes,California,
443,443,Applied Research Scientist (University Grad),,"Experience performing data extraction, cleaning, analysis and presentation for medium to large datasets.Work cross-functionally to define problem statements,…",no,Menlo Park,CA
444,444,Manager - Data Analytics,,The Manager - Data Analytics is responsible for the oversight and development of data analysts and supports other ICAS teams by helping to design and perform…,yes,Remote,
445,445,Biostatistician III (Remote Position),,"Experience with data science techniques including machine learning and associated software a plus.Assesses relevant literature as well as existing data,…",yes,United States,
446,446,Data Scientist,,"An understanding of data pipelining and automation, with experience using PySpark on large data sets – over 1B data points.",no,New York,NY
447,447,Data Science,,"Candidates will learn the underpinnings of data science techniques to supplement existing biostatistical knowledge.Please, no phone calls or emails.",no,Kenilworth,NJ
448,448,Data Scientist,,Fraud Analytics – analysts on the fraud team use advanced data mining techniques to identify and fight online fraud.,no,Chicago,IL
449,449,Data Science,,Build and execute the data science strategy.Implement agile framework to data science discipline.Successful track record of building data science platforms.,yes,Hire,NE
450,450,Data Scientist,"$86,000 - $130,000 a year",Collaborate with engineering teams to design and implement software solutions for data science problems.Understand ambiguous business problems and convert them…,yes,Northbrook,IL
451,451,Data Scientist,,This opportunity is great for professionals with a shared vision of building an extraordinary platform and serve healthcare consumers through the power of data…,yes,Remote,
452,452,Data Science,,"Experience using data to drive product and business decisions.You will be formulating product strategy, understanding key drivers of advertiser value, and…",no,Menlo Park,CA
453,453,Data Analyst,,You have 2+ years of experience in a data analytics and/or data science role using quantitative tools to drive business decisions.,no,Los Angeles,CA
454,454,Data Scientist,,"Examples include, visualization tasks, BI meta data model development, data loading, data cleansing, etc.This position is not ideal for a data scientist who…",no,Baltimore,MD
455,455,Data Analyst,,3+ years working as a data analyst or equivalent experience working with data within a role or function.Perform exploratory data analysis to inform business…,no,Portland,OR
456,456,Data Scientist,,"Drive the design, building, and launching of new data models and data pipelines in production.Interface with engineers, product managers and product analysts…",no,San Mateo,CA
457,457,Computational Mathematician/Statistician,,"Machine learning, data analysis, applied statistics, and uncertainty quantification.Quantum information sciences, including quantum computing, networking, and…",no,Lemont,IL
458,458,Machine Learning,,"From these large datasets, you will create training and test data sets that are usable by AI/ML applications.No less important, the interdisciplinary nature of…",no,Oak Ridge,TN
459,459,Data Scientist,,2 years of experience in data science or advanced analytics in industry.Our Merchandising Analytics team is building out a multi-faceted data science tool that…,no,Charlotte,NC
460,460,Global Analytics Associate,,Computer Sciences degree with data analysis/data science concentration.Review/QC data to ensure accuracy of attribution reports.,no,Nashville,TN
461,461,Data Science,,"Creates actionable recommendations and insights, to address business objectives, through the analysis and modeling of quantitative and qualitative data.",no,Philadelphia,PA
462,462,Data Engineer,,"The MPOA Data Engineer term position requires a bachelor's degree in computer science, data science, computational statistics, or a related field with at least…",no,Washington,DC
463,463,Assistant Scientist - Nanoscience,,"Experience in machine learning, artificial intelligence, and data science applied to materials science and/or nanoscience.",no,Lemont,IL
464,464,Data Analyst,,Summary The Senior Data Analyst will provide technical leadership in the implementation of data systems and is responsible for development and implementation of…,no,San Antonio,TX
465,465,Machine Learning,,"Master’s degree or PhD in computer science, mathematics, engineering, computational linguistics, or work experience of minimum 2-3 years.",no,Spring Valley,NY
466,466,Data Scientist,,Gather internal or external data and validate data quality.A minimum of 2 years of data science and AI experience.Very good communication skills in English.,no,Princeton,NJ
467,467,Assistant or Associate Professor in Understanding Land-Water...,,Candidates must demonstrate expertise and research productivity in data-driven science and show a strong interest in interdisciplinary research and teaching.,no,University Park,PA
